Timestamp,Player,Punches,Kicks,Movement_X,Movement_Y
1753515392.1533587,Player1,81,76,-56,0
1753515392.1533587,Player2,68,98,-56,0
1753515392.2807364,Player1,81,77,0,0
1753515392.2807364,Player2,68,98,0,0
1753515392.40639,Player1,81,78,0,1
1753515392.40639,Player2,68,98,0,1
1753515392.5334127,Player1,81,79,0,-2
1753515392.5334127,Player2,68,98,0,-2
1753515392.6594818,Player1,81,80,0,-1
1753515392.6594818,Player2,68,98,0,-1
1753515392.784323,Player1,81,81,0,-2
1753515392.784323,Player2,68,98,0,-2
1753515392.8942282,Player1,81,82,0,-3
1753515392.8942282,Player2,68,98,0,-3
1753515393.0061066,Player1,81,83,11,52
1753515393.0061066,Player2,68,99,11,52
1753515393.1323147,Player1,81,84,-11,-52
1753515393.1323147,Player2,69,99,-11,-52
1753515393.2603266,Player1,81,84,0,-1
1753515393.2603266,Player2,69,99,0,-1
1753515393.3855278,Player1,81,85,20,-1
1753515393.3855278,Player2,70,99,20,-1
1753515393.5110815,Player1,81,85,-4,53
1753515393.5110815,Player2,70,100,-4,53
1753515393.6386383,Player1,81,85,28,-54
1753515393.6386383,Player2,71,100,28,-54
1753515393.7643108,Player1,81,85,0,0
1753515393.7643108,Player2,71,100,0,0
1753515393.8895714,Player1,81,85,38,0
1753515393.8895714,Player2,71,100,38,0
1753515394.000174,Player1,81,85,-2,0
1753515394.000174,Player2,71,100,-2,0
1753515394.1276357,Player1,81,85,-80,0
1753515394.1276357,Player2,71,100,-80,0
1753515394.253649,Player1,81,85,0,0
1753515394.253649,Player2,71,100,0,0
1753515394.3656464,Player1,81,85,0,0
1753515394.3656464,Player2,71,100,0,0
1753515394.4916444,Player1,81,85,0,1
1753515394.4916444,Player2,71,100,0,1
1753515394.6196506,Player1,81,85,0,0
1753515394.6196506,Player2,71,100,0,0
1753515394.7456534,Player1,81,85,0,55
1753515394.7456534,Player2,71,101,0,55
1753515394.8717282,Player1,81,86,24,-55
1753515394.8717282,Player2,72,101,24,-55
1753515394.9996119,Player1,82,86,0,-1
1753515394.9996119,Player2,72,101,0,-1
1753515395.1267893,Player1,82,86,0,0
1753515395.1267893,Player2,72,101,0,0
1753515395.2525249,Player1,82,86,0,-1
1753515395.2525249,Player2,72,101,0,-1
1753515395.3646688,Player1,82,87,0,-1
1753515395.3646688,Player2,72,101,0,-1
1753515395.4744709,Player1,83,87,0,-2
1753515395.4744709,Player2,72,101,0,-2
1753515395.599841,Player1,83,87,0,0
1753515395.599841,Player2,72,101,0,0
1753515395.724849,Player1,83,87,0,0
1753515395.724849,Player2,72,101,0,0
1753515395.850873,Player1,83,88,0,0
1753515395.850873,Player2,72,101,0,0
1753515395.961841,Player1,84,88,0,0
1753515395.961841,Player2,72,101,0,0
1753515396.0737665,Player1,85,88,0,-1
1753515396.0737665,Player2,72,101,0,-1
1753515396.185031,Player1,85,88,0,-1
1753515396.185031,Player2,72,101,0,-1
1753515396.3120513,Player1,85,89,-24,0
1753515396.3120513,Player2,72,101,-24,0
1753515396.4240077,Player1,85,89,0,-1
1753515396.4240077,Player2,72,101,0,-1
1753515396.5350652,Player1,85,89,0,-1
1753515396.5350652,Player2,72,101,0,-1
1753515396.6604633,Player1,85,89,0,1
1753515396.6604633,Player2,72,101,0,1
1753515396.772217,Player1,86,89,0,28
1753515396.772217,Player2,72,102,0,28
1753515396.8978343,Player1,86,89,0,0
1753515396.8978343,Player2,72,102,0,0
1753515397.0248032,Player1,86,89,0,0
1753515397.0248032,Player2,72,102,0,0
1753515397.1366904,Player1,86,90,0,2
1753515397.1366904,Player2,72,102,0,2
1753515397.245939,Player1,86,90,0,1
1753515397.245939,Player2,72,102,0,1
1753515397.3720224,Player1,86,90,0,1
1753515397.3720224,Player2,72,102,0,1
1753515397.4986396,Player1,86,90,48,1
1753515397.4986396,Player2,72,103,48,1
1753515397.6092358,Player1,86,90,-48,1
1753515397.6092358,Player2,72,104,-48,1
1753515397.7213416,Player1,86,90,0,1
1753515397.7213416,Player2,72,104,0,1
1753515397.8311877,Player1,86,90,0,0
1753515397.8311877,Player2,72,104,0,0
1753515397.958228,Player1,86,90,0,-33
1753515397.958228,Player2,73,104,0,-33
1753515398.0698297,Player1,86,90,0,1
1753515398.0698297,Player2,73,104,0,1
1753515398.1943936,Player1,86,90,0,1
1753515398.1943936,Player2,73,104,0,1
1753515398.3057477,Player1,86,90,0,2
1753515398.3057477,Player2,73,104,0,2
1753515398.4165065,Player1,86,90,0,2
1753515398.4165065,Player2,73,104,0,2
1753515398.5278623,Player1,86,90,0,0
1753515398.5278623,Player2,73,104,0,0
1753515398.653253,Player1,86,90,0,83
1753515398.653253,Player2,73,105,0,83
1753515398.7638032,Player1,86,90,0,0
1753515398.7638032,Player2,73,105,0,0
1753515398.890138,Player1,86,90,0,1
1753515398.890138,Player2,73,105,0,1
1753515399.016253,Player1,86,90,0,0
1753515399.016253,Player2,73,105,0,0
1753515399.158536,Player1,86,90,0,1
1753515399.158536,Player2,73,105,0,1
1753515399.2851005,Player1,86,91,0,1
1753515399.2851005,Player2,73,105,0,1
1753515399.4124234,Player1,86,91,0,0
1753515399.4124234,Player2,73,105,0,0
1753515399.5386398,Player1,86,91,0,2
1753515399.5386398,Player2,73,105,0,2
1753515399.6645076,Player1,86,91,0,0
1753515399.6645076,Player2,73,105,0,0
1753515399.7907658,Player1,86,91,0,0
1753515399.7907658,Player2,73,105,0,0
1753515399.9187224,Player1,87,91,0,1
1753515399.9187224,Player2,73,105,0,1
1753515400.045258,Player1,87,91,0,0
1753515400.045258,Player2,73,105,0,0
1753515400.1572213,Player1,87,91,0,1
1753515400.1572213,Player2,73,105,0,1
1753515400.2681317,Player1,87,91,0,1
1753515400.2681317,Player2,73,105,0,1
1753515400.378566,Player1,87,91,0,1
1753515400.378566,Player2,73,105,0,1
1753515400.4904993,Player1,87,91,0,0
1753515400.4904993,Player2,73,105,0,0
1753515400.6026428,Player1,87,91,0,1
1753515400.6026428,Player2,73,105,0,1
1753515400.7140784,Player1,87,91,0,0
1753515400.7140784,Player2,73,105,0,0
1753515400.8241243,Player1,87,91,0,0
1753515400.8241243,Player2,73,105,0,0
1753515400.9344847,Player1,87,92,0,0
1753515400.9344847,Player2,73,105,0,0
1753515401.0436099,Player1,87,92,0,-1
1753515401.0436099,Player2,73,105,0,-1
1753515401.1555967,Player1,87,92,0,0
1753515401.1555967,Player2,73,105,0,0
1753515401.2675462,Player1,87,92,0,0
1753515401.2675462,Player2,73,105,0,0
1753515401.3787827,Player1,87,92,0,-52
1753515401.3787827,Player2,74,105,0,-52
1753515401.490255,Player1,87,92,0,0
1753515401.490255,Player2,74,105,0,0
1753515401.6311202,Player1,87,92,0,0
1753515401.6311202,Player2,74,105,0,0
1753515401.741044,Player1,87,92,0,0
1753515401.741044,Player2,74,105,0,0
1753515401.8523617,Player1,87,92,0,0
1753515401.8523617,Player2,74,105,0,0
1753515401.96435,Player1,87,92,0,51
1753515401.96435,Player2,74,106,0,51
1753515402.0898297,Player1,87,92,0,1
1753515402.0898297,Player2,74,106,0,1
1753515402.2008386,Player1,87,92,0,0
1753515402.2008386,Player2,74,106,0,0
1753515402.327852,Player1,87,92,0,0
1753515402.327852,Player2,74,106,0,0
1753515402.4377687,Player1,87,92,0,0
1753515402.4377687,Player2,74,106,0,0
1753515402.5480814,Player1,87,92,0,0
1753515402.5480814,Player2,74,106,0,0
1753515402.6592607,Player1,87,92,0,0
1753515402.6592607,Player2,74,106,0,0
1753515402.7690892,Player1,87,92,0,0
1753515402.7690892,Player2,74,106,0,0
1753515402.8799884,Player1,87,92,0,0
1753515402.8799884,Player2,74,106,0,0
1753515402.990548,Player1,87,92,0,1
1753515402.990548,Player2,74,106,0,1
1753515403.1014097,Player1,87,92,0,0
1753515403.1014097,Player2,74,106,0,0
1753515403.22696,Player1,87,92,0,0
1753515403.22696,Player2,74,106,0,0
1753515403.3532875,Player1,87,92,0,0
1753515403.3532875,Player2,74,106,0,0
1753515403.4628077,Player1,87,92,0,0
1753515403.4628077,Player2,74,106,0,0
1753515403.5746875,Player1,88,92,0,0
1753515403.5746875,Player2,74,106,0,0
1753515403.68643,Player1,88,92,0,0
1753515403.68643,Player2,74,106,0,0
1753515403.8128686,Player1,88,92,0,0
1753515403.8128686,Player2,74,106,0,0
1753515403.9237287,Player1,88,92,0,1
1753515403.9237287,Player2,74,106,0,1
1753515404.0517805,Player1,88,92,0,0
1753515404.0517805,Player2,74,106,0,0
1753515404.162901,Player1,88,92,0,1
1753515404.162901,Player2,74,106,0,1
1753515404.2733076,Player1,88,92,0,1
1753515404.2733076,Player2,74,106,0,1
1753515404.3982828,Player1,88,92,0,0
1753515404.3982828,Player2,74,106,0,0
1753515404.5243523,Player1,88,92,0,1
1753515404.5243523,Player2,74,106,0,1
1753515404.6523845,Player1,88,92,97,-50
1753515404.6523845,Player2,75,106,97,-50
1753515404.7768056,Player1,88,92,-97,51
1753515404.7768056,Player2,75,107,-97,51
1753515404.902846,Player1,88,92,0,2
1753515404.902846,Player2,75,107,0,2
1753515405.014364,Player1,88,92,0,0
1753515405.014364,Player2,75,107,0,0
1753515405.1390114,Player1,88,92,0,2
1753515405.1390114,Player2,75,107,0,2
1753515405.2672627,Player1,88,92,0,1
1753515405.2672627,Player2,75,107,0,1
1753515405.3948283,Player1,88,92,0,1
1753515405.3948283,Player2,75,107,0,1
1753515405.5216773,Player1,88,92,0,0
1753515405.5216773,Player2,75,107,0,0
1753515405.6477957,Player1,88,92,0,1
1753515405.6477957,Player2,75,107,0,1
1753515405.7746675,Player1,88,92,0,1
1753515405.7746675,Player2,75,107,0,1
1753515405.9021997,Player1,88,92,0,-51
1753515405.9021997,Player2,76,107,0,-51
1753515406.0262787,Player1,88,92,0,52
1753515406.0262787,Player2,76,108,0,52
1753515406.1542354,Player1,88,92,0,0
1753515406.1542354,Player2,76,108,0,0
1753515406.2801962,Player1,88,92,0,1
1753515406.2801962,Player2,76,108,0,1
1753515406.4071238,Player1,88,93,0,0
1753515406.4071238,Player2,76,108,0,0
1753515406.5347052,Player1,88,93,0,0
1753515406.5347052,Player2,76,108,0,0
1753515406.6602385,Player1,88,93,0,1
1753515406.6602385,Player2,76,108,0,1
1753515406.786093,Player1,88,93,0,0
1753515406.786093,Player2,76,108,0,0
1753515406.897939,Player1,89,93,0,0
1753515406.897939,Player2,76,108,0,0
1753515407.0216696,Player1,89,93,0,1
1753515407.0216696,Player2,76,108,0,1
1753515407.1958766,Player1,89,94,0,-54
1753515407.1958766,Player2,77,108,0,-54
1753515407.3227575,Player1,90,94,0,0
1753515407.3227575,Player2,77,108,0,0
1753515407.4498754,Player1,91,94,0,1
1753515407.4498754,Player2,77,108,0,1
1753515407.5771744,Player1,91,94,0,55
1753515407.5771744,Player2,77,109,0,55
1753515407.6884403,Player1,91,94,0,-53
1753515407.6884403,Player2,78,109,0,-53
1753515407.8147979,Player1,91,94,0,-2
1753515407.8147979,Player2,78,109,0,-2
1753515407.9410973,Player1,91,94,0,2
1753515407.9410973,Player2,78,109,0,2
1753515408.08387,Player1,91,94,0,1
1753515408.08387,Player2,78,109,0,1
1753515408.2087922,Player1,91,94,0,0
1753515408.2087922,Player2,78,109,0,0
1753515408.3343809,Player1,91,94,0,1
1753515408.3343809,Player2,78,109,0,1
1753515408.4620688,Player1,91,94,0,1
1753515408.4620688,Player2,78,109,0,1
1753515408.5890777,Player1,91,94,0,1
1753515408.5890777,Player2,78,109,0,1
1753515408.7005582,Player1,91,94,0,1
1753515408.7005582,Player2,78,109,0,1
1753515408.8256505,Player1,91,94,0,0
1753515408.8256505,Player2,78,109,0,0
1753515408.9371417,Player1,91,94,0,2
1753515408.9371417,Player2,78,109,0,2
1753515409.0626805,Player1,91,94,0,1
1753515409.0626805,Player2,78,109,0,1
1753515409.1905625,Player1,92,94,0,1
1753515409.1905625,Player2,78,109,0,1
1753515409.3165236,Player1,92,95,0,1
1753515409.3165236,Player2,78,109,0,1
1753515409.4433143,Player1,92,95,0,1
1753515409.4433143,Player2,78,109,0,1
1753515409.570023,Player1,92,95,0,1
1753515409.570023,Player2,78,109,0,1
1753515409.6961734,Player1,92,95,0,1
1753515409.6961734,Player2,78,109,0,1
1753515409.8210711,Player1,92,95,0,1
1753515409.8210711,Player2,78,109,0,1
1753515409.933206,Player1,92,95,0,2
1753515409.933206,Player2,78,109,0,2
1753515410.060903,Player1,92,95,0,2
1753515410.060903,Player2,78,109,0,2
1753515410.1880538,Player1,92,96,0,1
1753515410.1880538,Player2,78,109,0,1
1753515410.2995727,Player1,92,97,0,1
1753515410.2995727,Player2,78,109,0,1
1753515410.4247243,Player1,92,98,0,1
1753515410.4247243,Player2,78,109,0,1
1753515410.551883,Player1,92,98,0,1
1753515410.551883,Player2,78,109,0,1
1753515410.6792116,Player1,92,98,0,2
1753515410.6792116,Player2,78,109,0,2
1753515410.80562,Player1,92,98,0,89
1753515410.80562,Player2,78,110,0,89
1753515410.9326434,Player1,92,99,0,0
1753515410.9326434,Player2,78,110,0,0
1753515411.0605013,Player1,92,99,0,-85
1753515411.0605013,Player2,79,110,0,-85
1753515411.1861546,Player1,92,99,0,86
1753515411.1861546,Player2,79,111,0,86
1753515411.313486,Player1,92,99,0,-76
1753515411.313486,Player2,80,111,0,-76
1753515411.4243822,Player1,92,99,0,76
1753515411.4243822,Player2,80,112,0,76
1753515411.5504155,Player1,92,99,0,0
1753515411.5504155,Player2,80,112,0,0
1753515411.6605806,Player1,92,99,0,-1
1753515411.6605806,Player2,80,112,0,-1
1753515411.7873588,Player1,92,99,0,-3
1753515411.7873588,Player2,80,112,0,-3
1753515411.9153583,Player1,92,99,0,4
1753515411.9153583,Player2,80,112,0,4
1753515412.02642,Player1,93,99,0,2
1753515412.02642,Player2,80,112,0,2
1753515412.1378608,Player1,93,99,0,0
1753515412.1378608,Player2,80,112,0,0
1753515412.2484767,Player1,93,99,0,1
1753515412.2484767,Player2,80,112,0,1
1753515412.375262,Player1,94,99,0,1
1753515412.375262,Player2,80,112,0,1
1753515412.5026457,Player1,94,99,0,1
1753515412.5026457,Player2,80,112,0,1
1753515412.6296833,Player1,94,99,0,-3
1753515412.6296833,Player2,80,112,0,-3
1753515412.7560596,Player1,95,99,0,1
1753515412.7560596,Player2,80,112,0,1
1753515412.882287,Player1,95,99,0,5
1753515412.882287,Player2,80,112,0,5
1753515413.0094607,Player1,95,99,0,1
1753515413.0094607,Player2,80,112,0,1
1753515413.1341372,Player1,95,100,0,-3
1753515413.1341372,Player2,80,112,0,-3
1753515413.2598104,Player1,95,100,0,6
1753515413.2598104,Player2,80,113,0,6
1753515413.3878725,Player1,95,100,18,-139
1753515413.3878725,Player2,81,113,18,-139
1753515413.5145793,Player1,95,100,-18,140
1753515413.5145793,Player2,81,114,-18,140
1753515413.6727161,Player1,95,100,5,-138
1753515413.6727161,Player2,82,114,5,-138
1753515413.7997143,Player1,96,100,151,1
1753515413.7997143,Player2,82,115,151,1
1753515413.9409833,Player1,96,101,5,4
1753515413.9409833,Player2,82,116,5,4
1753515414.0663507,Player1,96,101,568,90
1753515414.0663507,Player2,82,117,568,90
1753515414.1938019,Player1,96,101,0,0
1753515414.1938019,Player2,82,117,0,0
1753515414.321919,Player1,96,101,0,-2
1753515414.321919,Player2,82,117,0,-2
1753515414.449312,Player1,96,101,0,0
1753515414.449312,Player2,82,117,0,0
1753515414.6076415,Player1,96,101,0,0
1753515414.6076415,Player2,82,117,0,0
1753515414.7330525,Player1,96,101,0,0
1753515414.7330525,Player2,82,117,0,0
1753515414.8441749,Player1,96,101,-1,-2
1753515414.8441749,Player2,82,117,-1,-2
1753515414.9694185,Player1,96,101,-24,0
1753515414.9694185,Player2,82,117,-24,0
1753515415.0973158,Player1,96,101,0,0
1753515415.0973158,Player2,82,117,0,0
1753515415.2080402,Player1,96,101,0,0
1753515415.2080402,Player2,82,117,0,0
1753515415.3200402,Player1,96,101,0,0
1753515415.3200402,Player2,82,117,0,0
1753515415.4460983,Player1,96,101,0,0
1753515415.4460983,Player2,82,117,0,0
1753515415.5727785,Player1,96,101,0,0
1753515415.5727785,Player2,82,117,0,0
1753515415.7009218,Player1,96,101,-704,-56
1753515415.7009218,Player2,83,117,-704,-56
1753515415.8263535,Player1,96,101,0,1
1753515415.8263535,Player2,83,117,0,1
1753515415.953706,Player1,96,101,0,0
1753515415.953706,Player2,83,117,0,0
1753515416.0792546,Player1,96,101,0,1
1753515416.0792546,Player2,83,117,0,1
1753515416.2058523,Player1,96,101,0,0
1753515416.2058523,Player2,83,117,0,0
1753515416.3328545,Player1,96,101,0,0
1753515416.3328545,Player2,83,117,0,0
1753515416.4918346,Player1,97,101,0,-1
1753515416.4918346,Player2,83,117,0,-1
1753515416.6182876,Player1,97,101,0,0
1753515416.6182876,Player2,83,117,0,0
1753515416.7445989,Player1,97,101,0,0
1753515416.7445989,Player2,83,117,0,0
1753515416.8558962,Player1,97,101,0,0
1753515416.8558962,Player2,83,117,0,0
1753515416.9826186,Player1,97,101,0,-1
1753515416.9826186,Player2,83,117,0,-1
1753515417.109607,Player1,97,101,0,2
1753515417.109607,Player2,83,117,0,2
1753515417.235939,Player1,97,101,704,54
1753515417.235939,Player2,83,118,704,54
1753515417.3941922,Player1,97,101,0,0
1753515417.3941922,Player2,83,118,0,0
1753515417.5215588,Player1,97,101,0,0
1753515417.5215588,Player2,83,118,0,0
1753515417.6480603,Player1,97,102,0,0
1753515417.6480603,Player2,83,118,0,0
1753515417.7747738,Player1,97,102,0,0
1753515417.7747738,Player2,83,118,0,0
1753515417.9017239,Player1,97,102,0,0
1753515417.9017239,Player2,83,118,0,0
1753515418.0277061,Player1,97,102,0,0
1753515418.0277061,Player2,83,118,0,0
1753515418.1544785,Player1,97,102,0,0
1753515418.1544785,Player2,83,118,0,0
1753515418.280982,Player1,97,102,0,0
1753515418.280982,Player2,83,118,0,0
1753515418.4069004,Player1,97,102,0,0
1753515418.4069004,Player2,83,118,0,0
1753515418.532927,Player1,97,102,0,0
1753515418.532927,Player2,83,118,0,0
1753515418.6587899,Player1,97,102,0,0
1753515418.6587899,Player2,83,118,0,0
1753515418.7863536,Player1,97,102,0,0
1753515418.7863536,Player2,83,118,0,0
1753515418.913449,Player1,97,102,0,0
1753515418.913449,Player2,83,118,0,0
1753515419.0398006,Player1,97,102,0,2
1753515419.0398006,Player2,83,118,0,2
1753515419.165586,Player1,97,102,0,0
1753515419.165586,Player2,83,118,0,0
1753515419.292703,Player1,97,102,0,0
1753515419.292703,Player2,83,118,0,0
1753515419.4201114,Player1,97,102,0,0
1753515419.4201114,Player2,83,118,0,0
1753515419.5309377,Player1,97,102,0,0
1753515419.5309377,Player2,83,118,0,0
1753515419.6425147,Player1,97,102,0,-2
1753515419.6425147,Player2,83,118,0,-2
1753515419.769657,Player1,98,102,0,0
1753515419.769657,Player2,83,118,0,0
1753515419.8947499,Player1,98,103,-704,-54
1753515419.8947499,Player2,84,118,-704,-54
1753515420.118124,Player1,98,104,704,56
1753515420.118124,Player2,84,119,704,56
1753515420.3559794,Player1,98,105,0,0
1753515420.3559794,Player2,84,119,0,0
1753515420.4814835,Player1,98,106,0,-1
1753515420.4814835,Player2,84,119,0,-1
1753515420.609702,Player1,98,107,0,-1
1753515420.609702,Player2,84,119,0,-1
1753515420.750983,Player1,98,107,0,2
1753515420.750983,Player2,84,119,0,2
1753515420.876266,Player1,98,108,0,-2
1753515420.876266,Player2,84,119,0,-2
1753515421.0024161,Player1,98,109,0,0
1753515421.0024161,Player2,84,119,0,0
1753515421.1303167,Player1,98,110,0,2
1753515421.1303167,Player2,84,119,0,2
1753515421.2416904,Player1,98,111,-704,-74
1753515421.2416904,Player2,85,119,-704,-74
1753515421.3670547,Player1,98,112,0,0
1753515421.3670547,Player2,85,119,0,0
1753515421.478298,Player1,99,112,0,0
1753515421.478298,Player2,85,119,0,0
1753515421.5897617,Player1,100,112,704,74
1753515421.5897617,Player2,85,120,704,74
1753515421.7155635,Player1,100,113,-704,-74
1753515421.7155635,Player2,86,120,-704,-74
1753515421.8269444,Player1,101,113,704,74
1753515421.8269444,Player2,86,121,704,74
1753515421.9389548,Player1,102,113,-704,-75
1753515421.9389548,Player2,87,121,-704,-75
1753515422.0505698,Player1,102,114,0,1
1753515422.0505698,Player2,87,121,0,1
1753515422.1765687,Player1,102,114,0,1
1753515422.1765687,Player2,87,121,0,1
1753515422.2879858,Player1,102,115,0,0
1753515422.2879858,Player2,87,121,0,0
1753515422.4126556,Player1,102,116,0,1
1753515422.4126556,Player2,87,121,0,1
1753515422.5393674,Player1,103,116,0,10
1753515422.5393674,Player2,87,122,0,10
1753515422.665731,Player1,103,116,0,0
1753515422.665731,Player2,87,122,0,0
1753515422.793258,Player1,103,116,0,-1
1753515422.793258,Player2,87,122,0,-1
1753515422.9213593,Player1,103,116,0,0
1753515422.9213593,Player2,87,122,0,0
1753515423.0459263,Player1,104,116,0,1
1753515423.0459263,Player2,87,122,0,1
1753515423.188296,Player1,104,117,0,-1
1753515423.188296,Player2,87,122,0,-1
1753515423.3633103,Player1,104,117,0,0
1753515423.3633103,Player2,87,122,0,0
1753515423.4905233,Player1,105,117,0,1
1753515423.4905233,Player2,87,122,0,1
1753515423.6168387,Player1,106,117,0,-1
1753515423.6168387,Player2,87,122,0,-1
1753515423.744245,Player1,106,118,404,-11
1753515423.744245,Player2,88,122,404,-11
1753515423.9200943,Player1,106,119,0,2
1753515423.9200943,Player2,88,122,0,2
1753515424.0785077,Player1,106,120,0,1
1753515424.0785077,Player2,88,122,0,1
1753515424.22149,Player1,107,120,-8,-1
1753515424.22149,Player2,89,122,-8,-1
1753515424.333534,Player1,108,120,8,-4
1753515424.333534,Player2,90,122,8,-4
1753515424.5384421,Player1,109,120,2,-4
1753515424.5384421,Player2,90,122,2,-4
1753515424.6963744,Player1,110,120,34,3
1753515424.6963744,Player2,90,123,34,3
1753515424.8224468,Player1,111,120,4,-3
1753515424.8224468,Player2,90,123,4,-3
1753515424.9505847,Player1,112,120,-1,-2
1753515424.9505847,Player2,90,123,-1,-2
1753515425.075807,Player1,113,120,-9,-5
1753515425.075807,Player2,91,123,-9,-5
1753515425.2023604,Player1,114,120,-17,-2
1753515425.2023604,Player2,92,123,-17,-2
1753515425.3129733,Player1,114,120,-42,-11
1753515425.3129733,Player2,93,123,-42,-11
1753515425.4255981,Player1,115,120,-10,2
1753515425.4255981,Player2,93,124,-10,2
1753515425.552974,Player1,116,120,-13,4
1753515425.552974,Player2,93,125,-13,4
1753515425.677508,Player1,117,120,29,20
1753515425.677508,Player2,93,126,29,20
1753515425.8039432,Player1,118,120,-7,1
1753515425.8039432,Player2,93,127,-7,1
1753515425.9177673,Player1,119,120,-11,5
1753515425.9177673,Player2,93,128,-11,5
1753515426.0404267,Player1,120,120,-20,5
1753515426.0404267,Player2,93,129,-20,5
1753515426.1523347,Player1,121,120,0,0
1753515426.1523347,Player2,93,129,0,0
1753515426.2630386,Player1,121,120,-15,-5
1753515426.2630386,Player2,94,129,-15,-5
1753515426.3910522,Player1,121,120,-13,-4
1753515426.3910522,Player2,95,129,-13,-4
1753515426.5167663,Player1,121,120,-8,-3
1753515426.5167663,Player2,96,129,-8,-3
1753515426.6433797,Player1,121,120,-12,-4
1753515426.6433797,Player2,97,129,-12,-4
1753515426.770346,Player1,121,120,-3,2
1753515426.770346,Player2,97,129,-3,2
1753515426.8967242,Player1,121,120,-1,0
1753515426.8967242,Player2,97,129,-1,0
1753515427.008078,Player1,121,120,5,-2
1753515427.008078,Player2,98,129,5,-2
1753515427.1185718,Player1,121,120,-1,-5
1753515427.1185718,Player2,99,129,-1,-5
1753515427.2464123,Player1,121,120,0,-4
1753515427.2464123,Player2,99,129,0,-4
1753515427.3721623,Player1,121,120,-4,-6
1753515427.3721623,Player2,100,129,-4,-6
1753515427.6105733,Player1,121,120,4,-4
1753515427.6105733,Player2,101,129,4,-4
1753515427.6748,Player1,121,120,1,-3
1753515427.6748,Player2,101,129,1,-3
